"Card_ID";"Navn";"Arbejdssted_ID";"Enhed_ID";"SD_ID";"Center_ID";"Leder";"Leder_Niveau";"Sekretaer_Initialer";"Sekretaer";"EAN";"AfdelingsEmail"
"533";"Smørum og Flyvere";"104H";"HSF";"HSF";"CSO ";"Henriette Holm";"4";"";"";"";""
"534";"Smørumgruppen";"104H";"HSMO";"HSMO";"CSO ";"Henriette Holm";"4";"";"";"";""
"342";"Søagerskolen";"113";"SSOE";"SSOE";"CSD ";"Bjarne Oppelstrup";"";"JJK5RS";"Ragnhild Sarp";"5798008857263";""
"570";"Socialpsykiatriske Bosteder";"238";"SOCP";"SOCP";"CSS ";"Søren Hvid Karsten";"4";"";"";"";""
"535";"Solkrogen";"233E";"SOL1";"SOL1";"CSO ";"Shannet Jakobsen";"4";"";"";"";""
"537";"SOSU elever";"235";"SOSU";"SOSU";"CSO ";"Bente Sylvest Pedersen";"";"";"";"";""
"495";"Specialgruppen Hyldeblomsten";"203";"BSHY";"BSHY";"CSD ";"Julie Gregaard";"3";"";"";"";""
"496";"Specialgruppen Stjernestuen";"210";"BSPS";"BSPS";"CSD ";"";"";"";"";"";""
"594";"Stabsteam";"400J";"JOBS";"JOBS";"JOB ";"Lars Bonde";"3";"JJD7KR";"Katja Rørbye";"5798008080753";""
"339";"Stengårdsskolen";"330";"SSTE";"SSTE";"CSD ";"Iben Grønbæk";"";"JJK5SMH";"Susanne Mehr";"5798008080210";""
"498";"Stenløse Fritids- og Juniorklub";"231";"KSTE";"KSTE";"CSD ";"Erik Hjort";"";"";"";"5790001130763";""
"423";"Stenløse Idrætsanlæg";"214";"ISTE";"ISTE";"CPK ";"Jan Ludvigsen";"3";"";"";"5790001130619";""
"465";"Stenløse Menighedsbørnehave";"";"BSMB";"";"CSD";"";"";"";"";"";""
"499";"Stenløse Tandklinik";"228T";"STTA";"STTA";"CSD ";"Anette Bach Andersen";"";"";"";"";""
"539";"Stenløsegruppen";"236";"HSTE";"HSTE";"CSO ";"Dorte Rosenheld Hoff";"4";"";"";"";""
"500";"Støttepædagogkorps";"100";"STSK";"STSK";"CSD ";"Marianne Micheelsen";"3";"";"";"";""
"738";"Sundhedsteam";"400S";"LIVS";"LIVS";"CSO";"Lisa Riiser";"3";"";"";"";""
"341";"Sundhedstjenesten";"341";"SUTJ";"SUTJ";"CSD ";"Nina Kristensen Rasch";"";"";"";"5798008081040";""
"385";"Sygedagpenge- og Fleksjobteam";"400J";"SYGP";"SYGP";"JOB ";"Pia Jeppesen Hansen";"";"";"";"";""
"540";"Sygepleje";"235";"HSYG";"HSYG";"CSO ";"Pia Leiholm";"4";"";"";"";""
"507";"Tandpleje";"228TA";"TAN";"TAN";"CSD ";"Anette Bach Andersen";"3";"";"";"5798008081026";""
"343";"Tandplejen, ledelse";"228T";"TAND";"TAND";"CSD ";"Anette Bach Andersen";"3";"";"";"5798008081026";""
"582";"Team Børn, Unge og Familie";"239";"TEBF";"TEBF";"CSS ";"Pia Hjørtoft";"4";"";"";"";""
"583";"Team Handicap";"239";"TEHA";"TEHA";"CSS ";"Jan Falk";"4";"";"";"";""
"703";"Team Økonomi";"400R";"CPOO";"CPOO";"CAS ";"Simon Vibild";"4";"";"";"5798008080890";"okonomi@egekom.dk"
"706";"Team Regnskab";"400R";"CARE";"CARE";"CAS";"Simon Vibild";"4";"";"";"";""
"702";"Team Revision og Systemer";"400R";"CAIR";"CAIR";"CAS ";"Simon Vibild";"4";"";"";"";"CAS_KLI@egekom.dk"
"351";"Team Socialpsykiatri";"238";"SOPS";"SOPS";"CSS ";"Søren Hvid Karsten";"4";"";"";"5790001130701";""
"586";"Team Socialpsykiatri, administration";"239";"UDKO";"UDKO";"CSS ";"Louise Tolver Schmidt";"4";"";"";"5790001130558";""
"587";"Team socialpsykiatri, ledelse";"238";"UDSL";"UDSL";"CSS ";"Gitte Pedersen";"4";"";"";"";""
"585";"Team Støtte- og Kontaktperson";"239";"TEUF";"TEUF";"CSS ";"Pia Hjørtoft";"4";"";"";"";""
"761";"Tilsynsteam";"400R";"CSST";"CSST";"CSS";"Gunhild Kirkmand";"3";"";"";"";""
"344";"Toftehøjskolen";"333";"STOF";"STOF";"CSD ";"Helle Wenck";"";"JJK7LR";"Louise Rye";"5798008080166";""
"405";"Træning-Hjælpemiddelteam";"321";"TRHJ";"TRHJ";"CBS ";"Mette Lyskjær";"4";"";"";"";""
"739";"Træningsteam";"400S";"GENO";"GENO";"CSO";"Sandra Viig Seitzberg";"4";"";"";"5798008080784";""
"407";"Tværfaglig Myndighed";"400R";"TVA";"TVA";"CBS ";"Rikke Terslev Bengtson";"3";"";"";"5798008081354";""
"353";"Udfører, ledelse";"400R";"UDFO";"UDFO";"CSS ";"Vakant";"";"";"";"5798008080777";""
"505";"Ung Egedal og SSP";"120";"USSP";"USSP";"CSD ";"Thomas Bruun";"3";"";"";"5798008080982";""
"721";"Ung Egedal, 10.kl og ASF";"120";"UNGA";"UNGA";"CSD";"Thomas Bruun";"3";"";"";"";""
"722";"Ung Egedal, Klub Hampen";"120";"UNGH";"UNGH";"CSD";"Thomas Bruun";"3";"";"";"";""
"723";"Ung Egedal, Klub Smørum";"120";"UNGM";"UNGM";"CSD";"Thomas Bruun";"3";"";"";"";""
"724";"Ung Egedal, Klub Stengrotten";"120";"UNGG";"UNGG";"CSD";"Thomas Bruun";"3";"";"";"";""
"725";"Ung Egedal, ledelse og sekretariat";"120";"UNGS";"UNGS";"CSD";"Thomas Bruun";"3";"JJK4KS";"Katja Schnor";"";""
"726";"Ung Egedal, Projektværkstedet";"120";"UNGP";"UNGP";"CSD";"Thomas Bruun";"3";"";"";"";""
"727";"Ung Egedal, timelønnede";"120";"UNGT";"UNGT";"CSD";"Thomas Bruun";"3";"";"";"";""
"619";"UVS Sekretariat";"400R";"UVSS";"UVSS";"UVS";"Lars Wilms";"1";"";"";"";""
"364";"UVS UdviklingsTeam";"400R";"UDVS";"UDVS";"UVS ";"Bettina Bigom";"4";"";"";"5798008080906";"udviklingsteam@egekom.dk"
"763";"Vandløb";"400R";"VAND";"VAND";"CTM";"Thomas Jakobsen";"";"";"";"";""
"506";"Veksø Fritids- og Ungdomsklub";"209";"KVEK";"KVEK";"CSD ";"Betina Rørholt";"";"";"";"5790001130770";""
"715";"Veksø Hallen";"227H";"IVEK";"IVEK";"CPK";"Jan Ludvigsen";"3";"";"";"";""
"346";"Veksø Skole";"227";"SVEK";"SVEK";"CSD ";"Tanja Tabel Ibsen";"";"JJK5DR";"Dorthe Rambäck";"5790001130671";""
"621";"Visitationsteam";"400V";"VISI";"VISI";"CBS";"Birte Fahnøe Buch";"4";"";"";"";"visitator@egekom.dk"
"546";"Vores Hus";"338";"VORE";"VORE";"CSO ";"Shannet Jakobsen";"4";"";"";"";""
"401";"Ydelsesteam";"400R";"BOK1";"BOK1";"CBS ";"Tina Larsen";"4";"";"";"";""
